	p7B24h	p13D24h	p2D24h	p18D24h	p16A24h	p20B24h	p19C24h	p8A24h	p1A24h	p14C24h	p5D24h	p3C24h	p11C24h	p10D24h	p4B24h	p22C24h	p9A24h	p6C24h	o10C24h	o13A24h	o4A24h	o9D24h	o19B24h	o7C24h	o1D24h	o16B24h	o22D24h	o8B24h	o3B24h	o18C24h	o14D24h	o6D24h	o20A24h	o5A24h	o2C24h	o11B24h
DERL2	0	3	0	33	5	4	17	4	3	0	6	0	3	4	1	24	1	9	2	2	4	13	10	5	3	5	23	8	1	5	30	3	15	2	3	13
AC055839.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
NLRP1	4	5	14	69	17	10	34	12	18	9	11	4	18	12	6	44	6	19	7	8	16	40	24	18	13	14	30	20	15	5	49	16	31	13	11	44
AC007846.2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WSCD1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
AC055872.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AIPL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIMREG	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RF00017	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PITPNM3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	2	0	0	0	0	1
TXNDC17	1	0	3	28	2	2	12	0	2	1	8	1	8	1	2	22	3	3	2	2	1	15	19	3	3	6	20	5	2	3	17	5	12	3	5	16
KIAA0753	1	0	1	5	0	0	2	0	1	0	0	0	0	0	0	7	0	1	2	0	2	4	1	4	0	0	2	1	1	0	1	1	1	1	2	1
MED31	0	0	1	13	0	1	4	1	1	1	2	0	1	1	0	10	1	3	0	1	0	3	4	2	1	2	10	1	2	2	6	2	5	2	1	7
C17orf100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALOX15P1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	2	0	0	1	0	0	0	0	0	0	1	0	0	1
SLC13A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
XAF1	2	0	4	25	1	0	2	2	9	3	8	10	3	1	3	28	3	9	4	0	1	12	5	9	3	6	13	4	0	5	13	5	7	6	3	17
PRAL	0	0	0	2	0	0	4	0	0	0	0	1	0	0	0	6	1	1	2	0	1	4	2	1	0	0	0	1	1	1	5	1	1	0	3	2
FBXO39	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEKT1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALOX12P2	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	2	2	0	0	0	2	1	0	0	5	1	0	0	0	2
AC027763.2	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
AC040977.1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	1
ALOX12	0	0	0	6	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	2	3	0	0	0	4	0	0	0	0	4
ALOX12-AS1	3	0	1	5	1	2	2	0	5	2	2	2	0	1	0	8	2	1	1	0	0	3	3	4	1	3	4	4	0	0	9	2	4	2	4	8
RNASEK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNASEK-C17orf49	2	0	1	27	2	1	13	7	4	2	5	3	7	2	7	12	5	0	3	0	3	6	12	3	3	2	36	2	3	1	24	2	7	2	8	17
C17orf49	6	6	7	116	11	7	48	10	7	12	13	7	23	9	9	86	8	13	14	8	15	58	52	21	10	22	94	19	9	10	72	9	45	10	21	85
AC040977.2	0	2	3	17	0	0	8	4	4	1	1	1	6	4	2	31	0	4	4	1	0	11	10	2	2	3	31	2	2	0	29	3	10	3	8	12
SLC16A13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
SLC16A11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
AC120057.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC10A	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	3
ASGR2	0	0	0	2	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
RPL7AP64	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASGR1	0	1	2	8	0	0	3	1	0	0	0	2	0	0	2	6	0	0	0	2	0	5	3	0	0	1	1	3	0	1	5	1	3	0	2	3
ACADVL	2	0	1	18	2	0	10	4	1	1	0	1	7	2	2	16	2	0	5	0	2	6	12	4	4	1	12	2	3	1	7	2	7	2	1	11
DLG4	0	0	0	9	1	1	2	1	3	0	1	0	4	0	0	7	0	1	1	0	1	7	5	6	1	0	8	2	1	2	6	2	1	0	1	2
MIR324	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DVL2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1
PHF23	0	1	0	16	1	1	6	3	1	0	1	0	4	2	1	17	1	1	1	1	3	6	6	1	2	2	7	4	0	3	15	2	6	1	1	7
AC120057.3	2	0	2	16	2	0	4	2	1	4	0	0	1	1	1	3	1	0	0	0	1	6	7	5	0	3	4	3	2	1	10	0	6	3	3	8
GABARAP	8	16	16	302	48	15	115	38	47	21	31	12	89	38	24	210	29	43	30	14	26	113	146	58	40	64	213	44	25	41	246	26	123	38	45	164
AC120057.2	2	0	3	10	1	1	3	3	1	1	2	0	5	3	0	10	0	3	2	1	2	8	9	2	1	3	17	2	2	1	19	1	6	4	2	13
ELP5	0	0	2	15	0	0	4	4	2	0	0	1	4	3	0	5	0	3	2	0	2	8	4	1	1	0	4	0	0	1	10	0	4	1	2	4
CTDNEP1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AC003688.1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	4	0	1	0	1	1
SLC2A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YBX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EIF5A	2	2	3	439	21	16	52	23	29	4	12	9	135	9	9	63	14	6	5	1	15	85	80	26	11	20	70	20	7	16	95	11	52	9	13	132
GPS2	4	4	11	409	23	11	51	27	17	10	11	11	112	14	7	59	11	13	11	9	6	98	84	33	10	22	83	25	9	10	98	17	52	16	16	114
AC026954.2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	1
ACAP1	2	1	7	40	3	4	7	3	3	3	5	1	10	4	6	17	5	5	3	3	1	14	9	7	4	4	21	7	0	1	29	9	6	10	5	13
KCTD11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
AC026954.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TNK1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1
PLSCR3	0	1	2	8	1	0	4	0	2	0	1	0	3	3	0	7	1	2	1	0	4	3	11	2	0	2	9	1	0	0	12	2	4	0	2	6
TMEM256-PLSCR3	1	2	1	6	2	2	2	1	2	0	1	0	2	0	1	4	1	2	1	0	1	3	2	1	1	3	11	2	0	0	12	1	2	1	0	6
NLGN2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
AC113189.2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM102	0	0	0	3	0	0	1	1	1	1	1	1	2	0	0	5	0	0	1	0	2	1	0	1	0	0	0	0	0	0	2	1	2	1	0	0
AC113189.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
CHRNB1	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	2	0	5	0	0	0
ZBTB4	0	0	2	13	1	2	1	2	0	1	1	1	4	2	1	11	3	0	2	0	1	4	5	0	0	0	2	1	1	0	7	2	7	2	2	6
POLR2A	0	1	2	11	3	0	6	2	5	3	1	1	3	2	0	8	0	2	1	0	8	6	6	1	2	2	4	1	1	2	9	2	2	6	3	11
TNFSF12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFSF12-TNFSF13	1	0	1	7	1	0	3	1	1	1	0	1	3	0	1	7	1	1	1	1	2	1	2	1	3	2	3	0	0	1	8	1	3	0	1	6
AC016876.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFSF13	0	0	3	8	3	0	6	3	0	3	4	2	4	2	2	10	4	1	2	0	1	5	8	3	2	3	6	2	0	3	13	1	3	1	0	9
SENP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SENP3-EIF4A1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
AC016876.2	3	4	4	57	5	4	41	5	11	6	8	6	14	11	6	42	6	5	10	7	10	20	28	10	8	19	36	7	1	2	51	5	16	7	9	46
SNORA48	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD10	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
SNORA67	0	1	0	2	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	1	0	1	1
CD68	1	1	3	51	4	5	30	7	3	5	8	1	12	3	2	45	4	7	2	2	7	21	22	7	9	16	49	4	6	3	66	3	12	4	8	22
MPDU1	0	0	0	2	0	0	2	0	3	0	0	0	0	1	0	4	1	0	0	0	1	0	0	1	0	0	6	0	0	3	6	0	1	1	1	4
AC016876.1	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	4	0	0	0	1	0	0	0	0	1
SOX15	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	1	0	0	3
SHBG	0	0	1	3	1	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	1	4	0	0	0	0	2	0	0	0	2	0	1	0	1	4
FXR2	0	0	0	4	0	0	1	0	0	2	0	0	1	1	0	3	1	1	0	0	0	0	3	0	0	1	3	0	0	1	5	0	1	0	0	4
SAT2	0	0	6	11	0	0	5	0	2	1	1	0	3	1	0	14	1	1	0	0	1	7	2	1	0	1	9	1	0	2	8	0	7	1	1	4
ATP1B2	0	0	2	6	0	0	1	4	0	1	0	0	2	1	0	5	0	5	2	0	0	5	4	3	0	0	4	0	2	1	4	2	3	2	0	4
WRAP53	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	3	0	0	0	0	1	1	0	0	0	0	2	1	0	0	4	0	1	0	0	2
TP53	0	0	0	22	1	2	3	1	2	1	3	2	7	1	1	4	0	1	3	1	0	9	7	2	7	6	3	6	0	0	12	1	4	2	3	9
EFNB3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DNAH2	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	0	0	1
KDM6B	0	3	3	31	1	3	8	5	3	4	1	3	7	4	1	17	3	7	3	2	7	5	10	6	8	2	14	2	1	3	14	3	5	4	3	8
TMEM88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CYB5D1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC104581.4	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0
CHD3	0	1	1	15	4	3	10	2	4	4	3	2	6	4	1	16	1	3	1	3	2	5	13	1	4	5	16	2	0	1	20	1	4	2	0	13
NAA38	1	3	3	58	5	3	24	2	3	4	3	2	12	3	6	32	4	8	1	5	7	29	23	14	6	17	34	9	2	12	52	2	25	4	4	30
SCARNA21	0	1	1	5	3	1	6	1	3	1	0	1	1	1	2	9	1	0	0	0	1	3	3	0	0	1	4	1	1	0	3	1	3	1	1	2
RNF227	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	1
KCNAB3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
AC104581.2	6	3	3	58	1	2	35	2	6	3	7	1	27	0	3	33	3	3	7	1	8	16	23	5	4	11	59	7	0	6	46	3	20	5	3	34
CNTROB	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
TRAPPC1	0	0	0	8	0	0	4	2	2	0	1	0	1	0	1	5	0	0	1	0	0	8	4	1	1	2	2	0	1	0	2	0	3	1	0	9
AC104581.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GUCY2D	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ALOX15B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALOX12B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALOXE3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HES7	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6883	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PER1	0	0	1	0	4	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	1	1	0	0	0	0	1	2	0	0	2	0	0	0	2	0
AC129492.3	1	2	2	26	4	3	23	4	2	4	2	2	6	6	3	23	4	4	1	7	10	15	16	7	5	14	31	3	1	5	23	6	9	4	8	20
SNORD118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
TMEM107	0	0	0	6	0	0	0	1	0	0	0	1	0	1	0	3	0	1	1	0	0	3	3	1	0	1	4	0	0	0	6	1	1	0	2	1
AC129492.4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC129492.7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0
BORCS6	0	3	0	4	1	1	3	1	2	0	2	1	0	0	0	3	1	0	2	1	1	7	4	0	0	1	3	0	1	1	4	0	3	1	1	3
AURKB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00324	1	2	1	12	2	3	3	2	0	1	0	0	4	1	0	7	0	1	1	0	1	5	3	1	1	3	7	3	1	6	9	0	3	0	0	4
PFAS	0	0	0	2	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	2	0	0	0	1	0	0	1	1	5
CTC1	0	1	2	10	1	2	6	3	0	0	3	0	3	0	2	4	1	1	0	0	1	2	0	1	0	0	7	1	0	0	6	2	1	1	2	3
RANGRF	0	1	1	5	1	0	5	1	1	1	0	0	1	1	0	9	1	0	0	1	0	5	2	1	0	4	7	1	2	3	6	1	6	0	2	4
SLC25A35	0	0	0	2	0	1	1	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	1	1	1	0	0	3	1	2	1	3	4
AC135178.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ARHGEF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC135178.3	2	1	1	23	1	1	10	0	0	3	5	1	4	1	3	10	1	1	1	1	2	7	7	7	1	1	13	1	2	0	20	1	11	4	1	15
KRBA2	0	0	0	2	1	0	5	1	2	0	0	0	0	3	1	3	0	0	3	0	0	0	4	0	0	1	1	0	0	0	5	1	0	1	0	2
AC135178.2	13	17	24	217	25	22	65	30	36	19	36	21	51	33	30	140	28	17	38	38	46	85	97	31	24	40	144	26	25	20	156	31	116	41	43	178
NDEL1	4	6	4	47	5	3	25	12	8	3	5	3	11	6	1	48	5	10	4	5	5	20	11	9	8	7	26	10	4	6	40	11	13	10	9	22
RNU7-43P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYH10	0	0	2	9	1	0	1	5	0	0	0	0	2	1	0	7	1	0	2	2	0	4	3	1	1	3	3	0	0	3	7	0	1	1	1	6
SPDYE4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIK3R6	0	1	0	3	1	0	2	0	0	2	1	0	0	0	0	4	0	0	1	1	0	1	0	0	0	0	0	1	1	0	2	0	1	2	1	5
PIK3R5	6	12	12	42	13	6	16	17	15	9	13	7	18	8	10	48	5	14	11	12	13	14	17	14	19	10	28	12	6	8	20	10	19	13	12	23
AC002091.2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC002091.1	0	0	0	4	0	0	2	1	1	1	0	0	3	0	0	1	0	1	0	0	1	2	0	0	0	0	0	1	2	0	3	0	0	1	3	6
NTN1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	1	0	1	1
AC005695.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005695.2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087501.1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1
AC087501.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087501.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AC087501.4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	1	0	0	0	1	1
STX8	1	3	1	32	4	2	10	7	3	3	4	1	8	0	0	17	1	2	1	4	4	7	12	13	5	7	14	2	3	2	17	3	12	6	4	10
CFAP52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
USP43	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
AC118755.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC027045.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHRS7C	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1
AC027045.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GLP2R	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RCVRN	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS7	2	2	0	18	9	5	10	4	4	2	4	1	5	2	1	11	3	4	3	2	2	9	4	7	4	8	13	8	3	4	11	4	17	2	8	12
AC005291.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MYH13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
MYHAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MYH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYH3	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC002347.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADPRM	0	0	1	11	0	1	2	0	0	0	1	0	2	1	0	2	0	2	0	0	0	4	3	4	1	1	2	0	0	0	1	1	1	2	0	3
SCO1	0	0	0	2	1	2	2	1	0	0	1	0	0	1	0	3	1	1	0	0	2	0	3	0	0	1	2	0	0	0	2	0	2	2	1	2
TMEM220-AS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
AC015908.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM220	0	1	0	4	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	3	1	1	3	3	0	1	0	1	0	1	0	0	2
AC015908.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AC015908.6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHISA6	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC005548.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAH9	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	1	0	0	0	0	1
AC005410.2	0	1	0	3	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0	3	0	0	0	1	1	0	0	0	0
ZNF18	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1
MAP2K4	2	4	4	46	8	6	20	7	7	8	10	5	13	6	4	21	3	12	6	3	8	24	15	8	16	5	23	9	4	9	24	6	8	6	5	17
AC005410.1	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
RNU11-2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR744	1	0	2	0	0	0	0	1	0	0	1	1	3	0	0	3	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	1
AC005244.1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005244.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MYOCD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
